,hymn,name,is_bach,AverageMelodicIntervalFeature,MostCommonMelodicIntervalFeature,DistanceBetweenMostCommonMelodicIntervalsFeature,MostCommonMelodicIntervalPrevalenceFeature,NumberOfCommonMelodicIntervalsFeature,AmountOfArpeggiationFeature,ChromaticMotionFeature,MelodicThirdsFeature,MelodicTritonesFeature,DirectionOfMotionFeature,SizeOfMelodicArcsFeature,MostCommonPitchPrevalenceFeature,RelativeStrengthOfTopPitchesFeature,IntervalBetweenStrongestPitchesFeature,NumberOfCommonPitchesFeature,PitchVarietyFeature,PitchClassVarietyFeature,RangeFeature,MostCommonPitchFeature,ImportanceOfBassRegisterFeature,ImportanceOfHighRegisterFeature,BasicPitchHistogramFeature,PitchClassDistributionFeature,QualityFeature,NoteDensityFeature,AverageNoteDurationFeature,VariabilityOfNoteDurationFeature,MinimumNoteDurationFeature,AverageTimeBetweenAttacksFeature,AverageTimeBetweenAttacksForEachVoiceFeature,InitialTempoFeature,InitialTimeSignatureFeature,CompoundOrSimpleMeterFeature,TripleMeterFeature,QuintupleMeterFeature,ChangesOfMeterFeature,DurationFeature,AverageNumberOfIndependentVoicesFeature
126,<music21.stream.Score 0x7efed6d95820>,bwv276,1,1.9166666666666667,0.0,2.0,0.3368055555555556,0,0.5277777777777778,0,,0,0.4869109947643979,0,0.12627986348122866,0,,2.0,26.0,10.0,36.0,65.0,0,,0,0.20819112627986347,0.0,5.634615384615385,0.8737201365187713,0.6786672470781514,0,,0,120.0,4.0,0.0,0.0,0.0,1.0,52.0,0
127,<music21.stream.Score 0x7efed6c3a0d0>,bwv270,1,1.995049504950495,2.0,1.0,0.3712871287128713,0,0.3069306930693069,0,,0,0.45454545454545453,0,0.13106796116504854,0,,3.0,24.0,11.0,31.0,59.0,0,,0,0.18932038834951453,1.0,8.583333333333334,0.46601941747572817,0.26655967038430406,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
128,<music21.stream.Score 0x7efed6b34fd0>,bwv271,1,2.2944162436548226,2.0,1.0,0.4213197969543147,0,0.23857868020304568,0,,0,0.4883720930232558,0,0.1044776119402985,0,,2.0,28.0,11.0,34.0,66.0,0,,0,0.1691542288557214,0.0,8.375,0.47761194029850745,0.26765290632718614,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
129,<music21.stream.Score 0x7efed6a8b700>,bwv272,1,1.9894179894179893,2.0,1.0,0.38095238095238093,0,0.25396825396825395,0,,0,0.4873417721518987,0,0.09326424870466321,0,,2.0,34.0,12.0,38.0,62.0,0,,0,0.18134715025906736,1.0,8.041666666666666,0.49740932642487046,0.31141873800293235,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
130,<music21.stream.Score 0x7efed69cd7f0>,bwv273,1,2.039408866995074,2.0,1.0,0.4039408866995074,0,0.3251231527093596,0,,0,0.453416149068323,0,0.10144927536231885,0,,1.0,26.0,10.0,34.0,65.0,0,,0,0.19806763285024154,1.0,10.35,0.3864734299516908,0.1527861314093572,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
131,<music21.stream.Score 0x7efed6917ca0>,bwv274,1,2.1123595505617976,2.0,1.0,0.38202247191011235,0,0.30337078651685395,0,,0,0.5263157894736842,0,0.15384615384615385,0,,2.0,24.0,10.0,31.0,62.0,0,,0,0.19780219780219782,0.0,11.375,0.3516483516483517,0.14223501474798622,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
132,<music21.stream.Score 0x7efed6841d60>,bwv275,1,1.9863636363636363,2.0,1.0,0.32727272727272727,0,0.2909090909090909,0,,0,0.46524064171123,0,0.12053571428571429,0,,3.0,30.0,12.0,33.0,64.0,0,,0,0.20535714285714285,1.0,7.466666666666667,0.5066964285714286,0.27817730533156476,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,30.0,0
133,<music21.stream.Score 0x7efed68030d0>,bwv276,1,2.2900900900900902,2.0,1.0,0.42702702702702705,0,0.21081081081081082,0,,0,0.48406374501992033,0,0.10196779964221825,0,,2.0,34.0,12.0,38.0,57.0,0,,0,0.18246869409660108,0.0,9.474576271186441,0.4186046511627907,0.26963256528949187,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,59.0,0
134,<music21.stream.Score 0x7efed6518e50>,bwv277,1,2.2733118971061095,2.0,1.0,0.35691318327974275,0,0.2733118971061093,0,,0,0.45357142857142857,0,0.1111111111111111,0,,3.0,32.0,11.0,38.0,62.0,0,,0,0.20952380952380953,1.0,9.692307692307692,0.40634920634920635,0.23158221542115476,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.5,0
135,<music21.stream.Score 0x7efed643cb50>,bwv278,1,2.3443983402489628,2.0,1.0,0.4024896265560166,0,0.24066390041493776,0,,0,0.4751131221719457,0,0.11428571428571428,0,,2.0,30.0,11.0,35.0,59.0,0,,0,0.2122448979591837,1.0,10.208333333333334,0.3836734693877551,0.2289367070321814,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
136,<music21.stream.Score 0x7efed633e1f0>,bwv279,1,2.314814814814815,2.0,1.0,0.3962962962962963,0,0.2962962962962963,0,,0,0.4595744680851064,0,0.08759124087591241,0,,0.0,31.0,11.0,38.0,66.0,0,,0,0.20802919708029197,1.0,8.5625,0.45985401459854014,0.18707939842751203,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
137,<music21.stream.Score 0x7efed61da130>,bwv286,1,2.2135416666666665,2.0,1.0,0.3958333333333333,0,0.2708333333333333,0,,0,0.4720496894409938,0,0.11224489795918367,0,,2.0,25.0,10.0,33.0,64.0,0,,0,0.20918367346938774,1.0,8.166666666666666,0.4897959183673469,0.2877569112694607,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
138,<music21.stream.Score 0x7efed6175790>,bwv280,1,2.4635036496350367,2.0,1.0,0.40145985401459855,0,0.25547445255474455,0,,0,0.4602510460251046,0,0.10071942446043165,0,,1.0,30.0,11.0,38.0,64.0,0,,0,0.1906474820143885,1.0,9.928571428571429,0.4028776978417266,0.13160872138950064,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.0,0
139,<music21.stream.Score 0x7efed601d040>,bwv281,1,2.4827586206896552,2.0,1.0,0.3706896551724138,0,0.33620689655172414,0,,0,0.46078431372549017,0,0.13333333333333333,0,,3.0,25.0,9.0,36.0,65.0,0,,0,0.21666666666666667,0.0,7.5,0.5166666666666667,0.2556310275029661,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
140,<music21.stream.Score 0x7efed5f98430>,bwv282,1,2.0945945945945947,2.0,1.0,0.36486486486486486,0,0.31756756756756754,0,,0,0.44715447154471544,0,0.09868421052631579,0,,2.0,28.0,11.0,36.0,67.0,0,,0,0.17105263157894735,0.0,5.333333333333333,0.6644736842105263,0.5056061233203749,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,28.5,0
141,<music21.stream.Score 0x7efed5f32910>,bwv283,1,1.9348534201954397,2.0,1.0,0.42671009771986973,0,0.20521172638436483,0,,0,0.4891304347826087,0,0.09646302250803858,0,,2.0,33.0,11.0,39.0,62.0,0,,0,0.18971061093247588,1.0,9.147058823529411,0.43729903536977494,0.23569921421392787,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,34.0,0
142,<music21.stream.Score 0x7efed5e09e50>,bwv284,1,2.2222222222222223,2.0,1.0,0.3888888888888889,0,0.25793650793650796,0,,0,0.4608294930875576,0,0.109375,0,,1.0,26.0,10.0,37.0,67.0,0,,0,0.19140625,0.0,8.533333333333333,0.46875,0.24356964481437338,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,30.0,0
143,<music21.stream.Score 0x7efed5cf2820>,bwv285,1,1.9956709956709957,2.0,1.0,0.4069264069264069,0,0.2554112554112554,0,,0,0.507537688442211,0,0.14042553191489363,0,,2.0,29.0,11.0,38.0,67.0,0,,0,0.225531914893617,1.0,9.791666666666666,0.4085106382978723,0.16513023517114508,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
144,<music21.stream.Score 0x7efed5c091f0>,bwv286,1,1.9898989898989898,2.0,1.0,0.3838383838383838,0,0.29292929292929293,0,,0,0.46835443037974683,0,0.13592233009708737,0,,1.0,25.0,10.0,36.0,64.0,0,,0,0.23300970873786406,1.0,8.583333333333334,0.46601941747572817,0.16724692404807975,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,12.0,0
145,<music21.stream.Score 0x7efed5b5f490>,bwv287,1,2.090909090909091,2.0,1.0,0.43434343434343436,0,0.26262626262626265,0,,0,0.46107784431137727,0,0.13861386138613863,0,,1.0,23.0,10.0,29.0,60.0,0,,0,0.24257425742574257,0.0,8.416666666666666,0.4752475247524752,0.29852141923385983,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
146,<music21.stream.Score 0x7efed5ac5af0>,bwv288,1,2.066390041493776,2.0,1.0,0.3278008298755187,0,0.27385892116182575,0,,0,0.4857142857142857,0,0.11020408163265306,0,,3.0,31.0,12.0,32.0,62.0,0,,0,0.18775510204081636,1.0,10.208333333333334,0.39183673469387753,0.16299084072660755,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
147,<music21.stream.Score 0x7efed59b3be0>,bwv289,1,2.1023255813953488,2.0,1.0,0.31627906976744186,0,0.3023255813953488,0,,0,0.4180790960451977,0,0.1141552511415525,0,,2.0,36.0,12.0,37.0,66.0,0,,0,0.2009132420091324,1.0,9.125,0.4383561643835616,0.12718964769298333,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
148,<music21.stream.Score 0x7efed589d850>,bwv298,1,2.3572854291417165,2.0,1.0,0.40718562874251496,0,0.2634730538922156,0,,0,0.4361948955916473,0,0.11198428290766209,0,,1.0,33.0,12.0,40.0,69.0,0,,0,0.21611001964636542,0.0,9.425925925925926,0.5137524557956779,0.295774873268562,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,54.0,0
149,<music21.stream.Score 0x7efed55fe280>,bwv290,1,2.2222222222222223,2.0,1.0,0.3402777777777778,0,0.3541666666666667,0,,0,0.4830508474576271,0,0.12837837837837837,0,,2.0,23.0,9.0,36.0,65.0,0,,0,0.24324324324324326,0.0,9.25,0.43243243243243246,0.13966234194996208,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
150,<music21.stream.Score 0x7efed5595a90>,bwv291,1,1.8833333333333333,2.0,1.0,0.36666666666666664,0,0.3111111111111111,0,,0,0.46853146853146854,0,0.1358695652173913,0,,1.0,27.0,10.0,36.0,60.0,0,,0,0.1902173913043478,1.0,8.363636363636363,0.4673913043478261,0.25025093738788684,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
151,<music21.stream.Score 0x7efed54c9fd0>,bwv292,1,2.3821138211382116,2.0,1.0,0.4146341463414634,0,0.23170731707317074,0,,0,0.4155251141552511,0,0.108,0,,2.0,26.0,9.0,40.0,60.0,0,,0,0.196,0.0,8.928571428571429,0.448,0.2707323401442835,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.0,0
152,<music21.stream.Score 0x7efed53c4a60>,bwv293,1,2.232394366197183,2.0,1.0,0.4507042253521127,0,0.22535211267605634,0,,0,0.4806201550387597,0,0.1232876712328767,0,,3.0,21.0,10.0,29.0,62.0,0,,0,0.2328767123287671,0.0,9.125,0.4383561643835616,0.1563760281757654,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
153,<music21.stream.Score 0x7efed5347a90>,bwv294,1,2.2664359861591694,2.0,1.0,0.3875432525951557,0,0.28027681660899656,0,,0,0.4538152610441767,0,0.11262798634812286,0,,1.0,27.0,9.0,38.0,62.0,0,,0,0.1945392491467577,0.0,9.15625,0.43686006825938567,0.19502700664300793,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
154,<music21.stream.Score 0x7efed5210e20>,bwv295,1,2.1186440677966103,2.0,1.0,0.3559322033898305,0,0.2994350282485876,0,,0,0.4897959183673469,0,0.13812154696132597,0,,2.0,28.0,12.0,32.0,62.0,0,,0,0.2154696132596685,1.0,7.541666666666667,0.5303867403314917,0.3315406271461924,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,24.0,0
155,<music21.stream.Score 0x7efed51679d0>,bwv296,1,2.2688172043010755,2.0,1.0,0.3924731182795699,0,0.26881720430107525,0,,0,0.453416149068323,0,0.11052631578947368,0,,3.0,26.0,10.0,36.0,62.0,0,,0,0.18421052631578946,0.0,6.666666666666667,0.5473684210526316,0.3268061892292733,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.5,0
156,<music21.stream.Score 0x7efed5060b50>,bwv297,1,2.4504950495049505,2.0,1.0,0.3118811881188119,0,0.3217821782178218,0,,0,0.4619883040935672,0,0.10194174757281553,0,,3.0,32.0,11.0,38.0,62.0,0,,0,0.18932038834951453,1.0,9.155555555555555,0.4368932038834951,0.17494259322613973,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.5,0
157,<music21.stream.Score 0x7efed4f7b490>,bwv298,1,1.8555555555555556,2.0,1.0,0.4166666666666667,0,0.21666666666666667,0,,0,0.48322147651006714,0,0.10326086956521739,0,,2.0,25.0,11.0,31.0,67.0,0,,0,0.1793478260869565,0.0,9.945945945945946,0.40217391304347827,0.17947130136911268,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,18.5,0
158,<music21.stream.Score 0x7efed4ea5a60>,bwv299,1,2.5410628019323673,2.0,1.0,0.34782608695652173,0,0.3526570048309179,0,,0,0.4659090909090909,0,0.11848341232227488,0,,2.0,26.0,10.0,38.0,70.0,0,,0,0.2085308056872038,0.0,8.791666666666666,0.4549763033175355,0.23036417574549922,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,24.0,0
159,<music21.stream.Score 0x7efed4e3b460>,bwv36,1,2.361963190184049,2.0,1.0,0.44785276073619634,0,0.2147239263803681,0,,0,0.5675675675675675,0,0.10179640718562874,0,,1.0,22.0,10.0,29.0,64.0,0,,0,0.17964071856287425,0.0,10.4375,0.38323353293413176,0.1247285409816958,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
160,<music21.stream.Score 0x7efed4d91370>,bwv306,1,2.2393162393162394,2.0,1.0,0.43162393162393164,0,0.2564102564102564,0,,0,0.5297029702970297,0,0.10084033613445378,0,,1.0,32.0,11.0,38.0,64.0,0,,0,0.1680672268907563,0.0,8.5,0.47058823529411764,0.2973561204727424,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.0,0
161,<music21.stream.Score 0x7efed4be0ca0>,bwv300,1,2.0358744394618835,2.0,1.0,0.37668161434977576,0,0.3183856502242152,0,,0,0.4438202247191011,0,0.11894273127753303,0,,3.0,25.0,10.0,34.0,67.0,0,,0,0.18061674008810574,1.0,7.09375,0.5198237885462555,0.2586992449660403,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
162,<music21.stream.Score 0x7efed4c083a0>,bwv301,1,2.1141552511415527,2.0,1.0,0.3698630136986301,0,0.2785388127853881,0,,0,0.4627659574468085,0,0.1031390134529148,0,,3.0,36.0,12.0,39.0,65.0,0,,0,0.19730941704035873,1.0,7.964285714285714,0.5022421524663677,0.3057199759486148,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.0,0
163,<music21.stream.Score 0x7efed4a50b50>,bwv302,1,2.347826086956522,2.0,1.0,0.46956521739130436,0,0.23478260869565218,0,,0,0.4688995215311005,0,0.10256410256410256,0,,2.0,25.0,10.0,36.0,62.0,0,,0,0.19230769230769232,0.0,9.75,0.41025641025641024,0.16041658661848973,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
164,<music21.stream.Score 0x7efed48d8850>,bwv303,1,2.3659574468085105,2.0,1.0,0.42127659574468085,0,0.25957446808510637,0,,0,0.44976076555023925,0,0.09623430962343096,0,,1.0,24.0,10.0,31.0,62.0,0,,0,0.18828451882845187,0.0,10.863636363636363,0.3682008368200837,0.12637654368702608,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
165,<music21.stream.Score 0x7efed48ce670>,bwv304,1,1.9625668449197862,2.0,2.0,0.3716577540106952,0,0.32620320855614976,0,,0,0.42758620689655175,0,0.12433862433862433,0,,4.0,23.0,11.0,31.0,57.0,0,,0,0.19047619047619047,0.0,9.333333333333334,0.42592592592592593,0.20283001670623782,0,,0,120.0,4.0,0.0,0.0,0.0,1.0,40.5,0
166,<music21.stream.Score 0x7efed47f3190>,bwv305,1,2.229090909090909,2.0,1.0,0.3890909090909091,0,0.24363636363636362,0,,0,0.45188284518828453,0,0.11469534050179211,0,,2.0,30.0,12.0,36.0,64.0,0,,0,0.1827956989247312,1.0,10.73076923076923,0.3727598566308244,0.15855784772972278,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
167,<music21.stream.Score 0x7efed45bee20>,bwv306,1,2.2872340425531914,2.0,1.0,0.46808510638297873,0,0.19680851063829788,0,,0,0.4742857142857143,0,0.09895833333333333,0,,1.0,23.0,10.0,31.0,65.0,0,,0,0.171875,0.0,8.0,0.5,0.28697869404074816,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,24.0,0
168,<music21.stream.Score 0x7efed453c4c0>,bwv307,1,2.0,2.0,1.0,0.45263157894736844,0,0.2736842105263158,0,,0,0.46153846153846156,0,0.10824742268041238,0,,2.0,22.0,8.0,34.0,65.0,0,,0,0.21649484536082475,0.0,9.7,0.41237113402061853,0.13451534382164834,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
169,<music21.stream.Score 0x7efed43edc70>,bwv308,1,2.146892655367232,2.0,1.0,0.4180790960451977,0,0.23163841807909605,0,,0,0.46,0,0.14917127071823205,0,,1.0,24.0,9.0,36.0,65.0,0,,0,0.22651933701657456,0.0,9.05,0.4419889502762431,0.1720791604087037,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
170,<music21.stream.Score 0x7efed43478e0>,bwv309,1,2.1101321585903086,1.0,1.0,0.32599118942731276,0,0.29955947136563876,0,,0,0.5051546391752577,0,0.15151515151515152,0,,2.0,27.0,12.0,34.0,62.0,0,,0,0.21645021645021645,1.0,8.884615384615385,0.45021645021645024,0.22119793077213726,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
171,<music21.stream.Score 0x7efed4251700>,bwv319,1,2.6045845272206303,2.0,1.0,0.44126074498567336,0,0.22922636103151864,0,,0,0.49050632911392406,0,0.096045197740113,0,,1.0,32.0,9.0,47.0,60.0,0,,0,0.2231638418079096,0.0,11.8,0.423728813559322,0.27968241657553344,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,30.0,0
172,<music21.stream.Score 0x7efed4113fd0>,bwv310,1,2.1890243902439024,2.0,1.0,0.4146341463414634,0,0.23170731707317074,0,,0,0.4827586206896552,0,0.125,0,,2.0,26.0,10.0,34.0,64.0,0,,0,0.1845238095238095,1.0,8.4,0.47619047619047616,0.3301425729601161,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
173,<music21.stream.Score 0x7efed4036ac0>,bwv311,1,1.930795847750865,2.0,1.0,0.43944636678200694,0,0.18339100346020762,0,,0,0.48846153846153845,0,0.10238907849829351,0,,1.0,31.0,11.0,36.0,66.0,0,,0,0.16382252559726962,1.0,8.617647058823529,0.45733788395904434,0.24063853870950497,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,34.0,0
174,<music21.stream.Score 0x7efed3ef6e50>,bwv312,1,2.1925465838509317,2.0,1.0,0.41304347826086957,0,0.1956521739130435,0,,0,0.4798657718120805,0,0.1165644171779141,0,,1.0,31.0,12.0,36.0,64.0,0,,0,0.18404907975460122,1.0,10.1875,0.38650306748466257,0.21597875021107465,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
175,<music21.stream.Score 0x7efed3da4bb0>,bwv313,1,2.098445595854922,2.0,1.0,0.40932642487046633,0,0.21243523316062177,0,,0,0.47928994082840237,0,0.10152284263959391,0,,2.0,28.0,12.0,34.0,67.0,0,,0,0.2081218274111675,1.0,10.944444444444445,0.36548223350253806,0.17584501118446108,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,18.0,0
176,<music21.stream.Score 0x7efed3ce6b50>,bwv314,1,2.0648648648648646,2.0,1.0,0.40540540540540543,0,0.24864864864864866,0,,0,0.49032258064516127,0,0.13756613756613756,0,,2.0,25.0,10.0,33.0,64.0,0,,0,0.19576719576719576,1.0,9.45,0.42328042328042326,0.19133084641885434,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
177,<music21.stream.Score 0x7efed3c3e4c0>,bwv315,1,2.36144578313253,2.0,1.0,0.3895582329317269,0,0.23293172690763053,0,,0,0.4663677130044843,0,0.11067193675889328,0,,2.0,29.0,11.0,36.0,64.0,0,,0,0.1818181818181818,1.0,10.541666666666666,0.36363636363636365,0.17412065401883495,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
178,<music21.stream.Score 0x7efed3b51a30>,bwv316,1,2.3676470588235294,2.0,1.0,0.4019607843137255,0,0.2647058823529412,0,,0,0.46774193548387094,0,0.09134615384615384,0,,2.0,31.0,11.0,37.0,67.0,0,,0,0.1778846153846154,1.0,10.4,0.38461538461538464,0.14314495125922505,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
179,<music21.stream.Score 0x7efed3b015b0>,bwv317,1,2.072992700729927,2.0,1.0,0.41605839416058393,0,0.2664233576642336,0,,0,0.45454545454545453,0,0.13309352517985612,0,,3.0,26.0,10.0,36.0,57.0,0,,0,0.22302158273381295,0.0,8.6875,0.460431654676259,0.1786968032371875,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
180,<music21.stream.Score 0x7efed38da6d0>,bwv318,1,2.4615384615384617,2.0,1.0,0.4717948717948718,0,0.21025641025641026,0,,0,0.4946236559139785,0,0.10552763819095477,0,,2.0,26.0,9.0,36.0,62.0,0,,0,0.19597989949748745,0.0,7.653846153846154,0.5226130653266332,0.307910703021716,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
181,<music21.stream.Score 0x7efed381b400>,bwv319,1,2.305,2.0,1.0,0.425,0,0.24,0,,0,0.5056179775280899,0,0.15196078431372548,0,,3.0,25.0,10.0,34.0,64.0,0,,0,0.22058823529411764,1.0,9.272727272727273,0.43137254901960786,0.22389944003155451,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
182,<music21.stream.Score 0x7efed37799a0>,bwv326,1,2.2403846153846154,2.0,1.0,0.46153846153846156,0,0.2403846153846154,0,,0,0.5,0,0.13679245283018868,0,,2.0,22.0,9.0,33.0,62.0,0,,0,0.21698113207547168,0.0,8.153846153846153,0.49056603773584906,0.22367146640620136,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
183,<music21.stream.Score 0x7efed36662b0>,bwv320,1,2.4759358288770055,2.0,1.0,0.3770053475935829,0,0.2887700534759358,0,,0,0.4617737003058104,0,0.1111111111111111,0,,2.0,28.0,10.0,36.0,65.0,0,,0,0.18783068783068782,0.0,6.631578947368421,0.6031746031746031,0.2902798798869301,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,57.0,0
184,<music21.stream.Score 0x7efed3546040>,bwv321,1,2.527027027027027,2.0,1.0,0.27702702702702703,0,0.4189189189189189,0,,0,0.4715447154471545,0,0.14473684210526316,0,,1.0,24.0,8.0,36.0,65.0,0,,0,0.23026315789473684,0.0,6.333333333333333,0.631578947368421,0.3358969830781414,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,24.0,0
185,<music21.stream.Score 0x7efed346e4f0>,bwv322,1,2.391691394658754,2.0,1.0,0.4332344213649852,0,0.228486646884273,0,,0,0.45098039215686275,0,0.10850439882697947,0,,2.0,26.0,10.0,38.0,67.0,0,,0,0.22287390029325513,0.0,8.525,0.4633431085043988,0.26257544010949496,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,40.0,0
186,<music21.stream.Score 0x7efed32e3bb0>,bwv323,1,1.9473684210526316,2.0,1.0,0.3263157894736842,0,0.3368421052631579,0,,0,0.43037974683544306,0,0.1111111111111111,0,,2.0,24.0,10.0,34.0,66.0,0,,0,0.17171717171717174,1.0,4.5,0.8888888888888888,0.5530245375835258,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
187,<music21.stream.Score 0x7efed32a6580>,bwv324,1,1.6,0.0,2.0,0.39,0,0.54,0,,0,0.4262295081967213,0,0.14423076923076922,0,,4.0,21.0,8.0,34.0,62.0,0,,0,0.25,1.0,4.9523809523809526,0.8076923076923077,0.45630040452710274,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,21.0,0
