,hymn,name,is_bach,AverageMelodicIntervalFeature,MostCommonMelodicIntervalFeature,DistanceBetweenMostCommonMelodicIntervalsFeature,MostCommonMelodicIntervalPrevalenceFeature,NumberOfCommonMelodicIntervalsFeature,AmountOfArpeggiationFeature,ChromaticMotionFeature,MelodicThirdsFeature,MelodicTritonesFeature,DirectionOfMotionFeature,SizeOfMelodicArcsFeature,MostCommonPitchPrevalenceFeature,RelativeStrengthOfTopPitchesFeature,IntervalBetweenStrongestPitchesFeature,NumberOfCommonPitchesFeature,PitchVarietyFeature,PitchClassVarietyFeature,RangeFeature,MostCommonPitchFeature,ImportanceOfBassRegisterFeature,ImportanceOfHighRegisterFeature,BasicPitchHistogramFeature,PitchClassDistributionFeature,QualityFeature,NoteDensityFeature,AverageNoteDurationFeature,VariabilityOfNoteDurationFeature,MinimumNoteDurationFeature,AverageTimeBetweenAttacksFeature,AverageTimeBetweenAttacksForEachVoiceFeature,InitialTempoFeature,InitialTimeSignatureFeature,CompoundOrSimpleMeterFeature,TripleMeterFeature,QuintupleMeterFeature,ChangesOfMeterFeature,DurationFeature,AverageNumberOfIndependentVoicesFeature
251,<music21.stream.Score 0x7efecf3b2ca0>,bwv383,1,2.2204545454545452,2.0,1.0,0.41363636363636364,0,0.225,0,,0,0.4472361809045226,0,0.11486486486486487,0,,1.0,28.0,11.0,38.0,64.0,0,,0,0.17792792792792791,1.0,8.222222222222221,0.46396396396396394,0.3149732700779009,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,54.0,0
252,<music21.stream.Score 0x7efecf208a00>,bwv384,1,2.3174603174603177,2.0,1.0,0.35714285714285715,0,0.3253968253968254,0,,0,0.46534653465346537,0,0.1,0,,3.0,25.0,9.0,36.0,65.0,0,,0,0.17692307692307693,0.0,8.125,0.49230769230769234,0.22239617616226595,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
253,<music21.stream.Score 0x7efecf16ce50>,bwv385,1,2.4260869565217393,2.0,1.0,0.41304347826086957,0,0.2956521739130435,0,,0,0.45588235294117646,0,0.09401709401709402,0,,1.0,26.0,10.0,38.0,64.0,0,,0,0.20512820512820515,0.0,8.357142857142858,0.4700854700854701,0.2587411858245089,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.0,0
254,<music21.stream.Score 0x7efecf082730>,bwv386,1,2.208791208791209,2.0,1.0,0.29120879120879123,0,0.4010989010989011,0,,0,0.48951048951048953,0,0.10215053763440861,0,,2.0,25.0,10.0,38.0,64.0,0,,0,0.22043010752688175,0.0,7.75,0.4731182795698925,0.27086918437172103,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
255,<music21.stream.Score 0x7efeceff31c0>,bwv387,1,2.1493506493506493,2.0,1.0,0.36363636363636365,0,0.33766233766233766,0,,0,0.46616541353383456,0,0.0949367088607595,0,,3.0,30.0,11.0,36.0,62.0,0,,0,0.17088607594936708,0.0,9.875,0.4050632911392405,0.15433502451388034,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
256,<music21.stream.Score 0x7efeceee7e20>,bwv388,1,2.4776119402985075,2.0,1.0,0.40298507462686567,0,0.21393034825870647,0,,0,0.489247311827957,0,0.0975609756097561,0,,2.0,24.0,10.0,33.0,67.0,0,,0,0.18536585365853658,0.0,10.25,0.3902439024390244,0.16001886786431108,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
257,<music21.stream.Score 0x7efecede4880>,bwv389,1,2.180327868852459,2.0,1.0,0.4344262295081967,0,0.27595628415300544,0,,0,0.483974358974359,0,0.10270270270270271,0,,1.0,28.0,11.0,36.0,67.0,0,,0,0.1864864864864865,0.0,9.736842105263158,0.41081081081081083,0.18074924213333515,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,38.0,0
258,<music21.stream.Score 0x7efececbefd0>,bwv397,1,2.1792452830188678,2.0,1.0,0.44339622641509435,0,0.2028301886792453,0,,0,0.4791666666666667,0,0.09259259259259259,0,,1.0,26.0,11.0,36.0,65.0,0,,0,0.1898148148148148,0.0,8.307692307692308,0.48148148148148145,0.21267341427302558,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
259,<music21.stream.Score 0x7efecec0bb50>,bwv390,1,2.1844380403458215,2.0,1.0,0.3746397694524496,0,0.2968299711815562,0,,0,0.4711864406779661,0,0.09971509971509972,0,,2.0,28.0,11.0,36.0,60.0,0,,0,0.1965811965811966,0.0,6.5,0.6153846153846154,0.24721769751120937,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,54.0,0
260,<music21.stream.Score 0x7efecea58130>,bwv391,1,2.0,2.0,1.0,0.4,0,0.28205128205128205,0,,0,0.4720496894409938,0,0.12060301507537688,0,,2.0,24.0,10.0,33.0,67.0,0,,0,0.19597989949748745,0.0,7.37037037037037,0.542713567839196,0.2780670418544105,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,27.0,0
261,<music21.stream.Score 0x7efece999fa0>,bwv392,1,2.3157894736842106,2.0,1.0,0.37320574162679426,0,0.291866028708134,0,,0,0.5083798882681564,0,0.13615023474178403,0,,1.0,26.0,11.0,36.0,65.0,0,,0,0.22535211267605634,0.0,8.875,0.44366197183098594,0.19242026166300497,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
262,<music21.stream.Score 0x7efece8b3ac0>,bwv393,1,2.0927835051546393,2.0,1.0,0.38144329896907214,0,0.27835051546391754,0,,0,0.484472049689441,0,0.13636363636363635,0,,1.0,24.0,11.0,31.0,64.0,0,,0,0.23232323232323235,0.0,8.081632653061224,0.494949494949495,0.2281618410954561,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.5,0
263,<music21.stream.Score 0x7efece80cb20>,bwv394,1,2.3179916317991633,2.0,1.0,0.497907949790795,0,0.200836820083682,0,,0,0.4372093023255814,0,0.11934156378600823,0,,2.0,22.0,9.0,31.0,64.0,0,,0,0.205761316872428,0.0,10.125,0.3868312757201646,0.17362463748556523,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
264,<music21.stream.Score 0x7efece6a1760>,bwv395,1,2.0682926829268293,2.0,1.0,0.4634146341463415,0,0.1902439024390244,0,,0,0.47540983606557374,0,0.09569377990430622,0,,1.0,25.0,11.0,31.0,64.0,0,,0,0.17224880382775118,0.0,8.708333333333334,0.45933014354066987,0.22874272775948576,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
265,<music21.stream.Score 0x7efece66d850>,bwv396,1,2.0714285714285716,2.0,1.0,0.31746031746031744,0,0.30158730158730157,0,,0,0.46601941747572817,0,0.12307692307692308,0,,2.0,27.0,10.0,36.0,64.0,0,,0,0.2153846153846154,1.0,8.125,0.47692307692307695,0.2556028955952698,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
266,<music21.stream.Score 0x7efece57d6d0>,bwv397,1,2.588235294117647,2.0,1.0,0.36764705882352944,0,0.27450980392156865,0,,0,0.4858757062146893,0,0.12980769230769232,0,,4.0,27.0,11.0,36.0,65.0,0,,0,0.16826923076923078,0.0,8.0,0.5,0.3245281337810092,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
267,<music21.stream.Score 0x7efece46ddc0>,bwv398,1,1.9606299212598426,2.0,2.0,0.3700787401574803,0,0.33858267716535434,0,,0,0.4619289340101523,0,0.13178294573643412,0,,2.0,24.0,11.0,31.0,62.0,0,,0,0.2131782945736434,0.0,8.0625,0.4573643410852713,0.2431205219347107,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
268,<music21.stream.Score 0x7efece439340>,bwv399,1,2.1458333333333335,2.0,1.0,0.40625,0,0.2708333333333333,0,,0,0.4329268292682927,0,0.1377551020408163,0,,2.0,25.0,9.0,35.0,67.0,0,,0,0.21428571428571427,1.0,8.166666666666666,0.4897959183673469,0.37422260807105645,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
269,<music21.stream.Score 0x7efece2ec910>,bwv48,1,2.1778846153846154,2.0,1.0,0.40865384615384615,0,0.22115384615384615,0,,0,0.44919786096256686,0,0.09905660377358491,0,,2.0,32.0,11.0,38.0,62.0,0,,0,0.18867924528301885,1.0,8.833333333333334,0.4528301886792453,0.1832882548655601,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
270,<music21.stream.Score 0x7efece1d6520>,bwv403,1,2.12,2.0,1.0,0.33,0,0.295,0,,0,0.4502923976608187,0,0.10784313725490197,0,,2.0,27.0,11.0,32.0,67.0,0,,0,0.19117647058823528,1.0,9.272727272727273,0.43137254901960786,0.12697876320577076,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
271,<music21.stream.Score 0x7efece1177c0>,bwv406,1,2.1097560975609757,2.0,1.0,0.3780487804878049,0,0.24796747967479674,0,,0,0.4528301886792453,0,0.108,0,,1.0,32.0,12.0,34.0,69.0,0,,0,0.20400000000000001,1.0,7.8125,0.512,0.23580924494175373,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
272,<music21.stream.Score 0x7efecdf9e7f0>,bwv408,1,2.0762711864406778,2.0,2.0,0.288135593220339,0,0.4152542372881356,0,,0,0.49429657794676807,0,0.12011173184357542,0,,1.0,31.0,12.0,36.0,65.0,0,,0,0.19832402234636873,1.0,8.95,0.44692737430167595,0.17321814411823297,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,40.0,0
273,<music21.stream.Score 0x7efecde7cd00>,bwv400,1,2.2298850574712645,2.0,1.0,0.3850574712643678,0,0.3218390804597701,0,,0,0.43448275862068964,0,0.10674157303370786,0,,1.0,29.0,10.0,38.0,58.0,0,,0,0.1853932584269663,0.0,6.592592592592593,0.6067415730337079,0.32214092554677415,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,27.0,0
274,<music21.stream.Score 0x7efecde00790>,bwv401,1,2.2167487684729066,2.0,1.0,0.4039408866995074,0,0.29064039408866993,0,,0,0.47126436781609193,0,0.10628019323671498,0,,2.0,27.0,11.0,38.0,65.0,0,,0,0.18840579710144928,0.0,9.409090909090908,0.4251207729468599,0.23565739051375065,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
275,<music21.stream.Score 0x7efecdca2fd0>,bwv402,1,2.2521994134897363,2.0,1.0,0.40175953079178883,0,0.24926686217008798,0,,0,0.48184818481848185,0,0.0927536231884058,0,,1.0,32.0,12.0,36.0,63.0,0,,0,0.16521739130434782,0.0,9.583333333333334,0.41739130434782606,0.17095767909142795,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,36.0,0
276,<music21.stream.Score 0x7efecdb97e80>,bwv403,1,1.944915254237288,2.0,1.0,0.3389830508474576,0,0.2923728813559322,0,,0,0.47668393782383417,0,0.1375,0,,1.0,29.0,11.0,36.0,62.0,0,,0,0.225,1.0,7.619047619047619,0.525,0.32096858620951263,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,31.5,0
277,<music21.stream.Score 0x7efecdafedf0>,bwv404,1,2.3684210526315788,2.0,1.0,0.39097744360902253,0,0.24812030075187969,0,,0,0.4322033898305085,0,0.11678832116788321,0,,1.0,25.0,10.0,34.0,64.0,0,,0,0.23357664233576642,1.0,8.303030303030303,0.48175182481751827,0.20627703648574547,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.5,0
278,<music21.stream.Score 0x7efecda10460>,bwv405,1,2.310734463276836,2.0,1.0,0.4011299435028249,0,0.2655367231638418,0,,0,0.5359477124183006,0,0.10497237569060773,0,,2.0,33.0,11.0,38.0,64.0,0,,0,0.19889502762430938,1.0,8.227272727272727,0.47513812154696133,0.22276355111859897,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
279,<music21.stream.Score 0x7efecd8e3640>,bwv406,1,2.682051282051282,2.0,1.0,0.38974358974358975,0,0.28717948717948716,0,,0,0.4371584699453552,0,0.08542713567839195,0,,0.0,29.0,10.0,41.0,65.0,0,,0,0.18090452261306533,1.0,9.045454545454545,0.44221105527638194,0.30016056955564935,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
280,<music21.stream.Score 0x7efecd892700>,bwv407,1,2.202127659574468,2.0,1.0,0.38563829787234044,0,0.27925531914893614,0,,0,0.47720364741641336,0,0.09473684210526316,0,,2.0,33.0,11.0,38.0,69.0,0,,0,0.18157894736842106,0.0,7.037037037037037,0.5684210526315789,0.47651021039366853,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,54.0,0
281,<music21.stream.Score 0x7efecd6c3520>,bwv408,1,2.570588235294118,2.0,1.0,0.34705882352941175,0,0.31176470588235294,0,,0,0.4563758389261745,0,0.10344827586206896,0,,1.0,30.0,11.0,37.0,67.0,0,,0,0.1896551724137931,1.0,7.25,0.5057471264367817,0.21054121383146743,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
282,<music21.stream.Score 0x7efecd5f98b0>,bwv409,1,2.180722891566265,2.0,1.0,0.3855421686746988,0,0.2891566265060241,0,,0,0.4928571428571429,0,0.15294117647058825,0,,2.0,22.0,8.0,34.0,64.0,0,,0,0.22941176470588234,0.0,7.7272727272727275,0.5176470588235295,0.26509774915867645,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
283,<music21.stream.Score 0x7efecd540790>,bwv416,1,2.0043478260869567,2.0,2.0,0.3217391304347826,0,0.42028985507246375,0,,0,0.5102459016393442,0,0.12017167381974249,0,,1.0,32.0,12.0,38.0,67.0,0,,0,0.23891273247496422,0.0,11.274193548387096,0.44206008583690987,0.30857947521996865,0,,0,120.0,4.0,0.0,0.0,0.0,1.0,62.0,0
284,<music21.stream.Score 0x7efecd137250>,bwv410,1,1.9776785714285714,2.0,1.0,0.3169642857142857,0,0.33482142857142855,0,,0,0.4619883040935672,0,0.08771929824561403,0,,0.0,29.0,10.0,37.0,65.0,0,,0,0.17105263157894735,1.0,8.142857142857142,0.49122807017543857,0.27715429027091393,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.0,0
285,<music21.stream.Score 0x7efecd0639a0>,bwv411,1,2.208,2.0,1.0,0.428,0,0.244,0,,0,0.4581497797356828,0,0.09448818897637795,0,,1.0,28.0,10.0,35.0,62.0,0,,0,0.15748031496062992,0.0,9.76923076923077,0.4094488188976378,0.2537500074445961,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
286,<music21.stream.Score 0x7efeccf5e430>,bwv412,1,2.0278884462151394,2.0,1.0,0.350597609561753,0,0.3107569721115538,0,,0,0.4306930693069307,0,0.10588235294117647,0,,1.0,33.0,12.0,39.0,62.0,0,,0,0.19607843137254902,1.0,8.5,0.4470588235294118,0.19146283228771982,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,30.0,0
287,<music21.stream.Score 0x7efeccecbca0>,bwv413,1,2.1455026455026456,2.0,1.0,0.4074074074074074,0,0.2830687830687831,0,,0,0.5377358490566038,0,0.10209424083769633,0,,1.0,31.0,11.0,39.0,65.0,0,,0,0.17539267015706808,1.0,7.958333333333333,0.5026178010471204,0.341299419446527,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,48.0,0
288,<music21.stream.Score 0x7efecce49dc0>,bwv414,1,2.089171974522293,2.0,1.0,0.4012738853503185,0,0.28662420382165604,0,,0,0.43846153846153846,0,0.11180124223602485,0,,3.0,23.0,10.0,31.0,67.0,0,,0,0.24844720496894407,0.0,8.05,0.4968944099378882,0.27722501573204605,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
289,<music21.stream.Score 0x7efeccc708e0>,bwv415,1,2.260869565217391,2.0,1.0,0.3961352657004831,0,0.28502415458937197,0,,0,0.45454545454545453,0,0.09004739336492891,0,,1.0,32.0,12.0,40.0,62.0,0,,0,0.1943127962085308,0.0,8.791666666666666,0.4549763033175355,0.3006491781934882,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
290,<music21.stream.Score 0x7efeccb723d0>,bwv416,1,2.2122641509433962,2.0,1.0,0.3867924528301887,0,0.24528301886792453,0,,0,0.44086021505376344,0,0.10648148148148148,0,,2.0,31.0,11.0,36.0,62.0,0,,0,0.1898148148148148,1.0,9.0,0.4444444444444444,0.11132791348528748,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
291,<music21.stream.Score 0x7efeccac7e20>,bwv417,1,2.230769230769231,2.0,1.0,0.41452991452991456,0,0.25213675213675213,0,,0,0.47761194029850745,0,0.1134453781512605,0,,1.0,31.0,11.0,36.0,66.0,0,,0,0.18487394957983191,1.0,9.916666666666666,0.40336134453781514,0.297016402543201,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
292,<music21.stream.Score 0x7efecc9d5cd0>,bwv418,1,2.0701107011070112,2.0,1.0,0.4095940959409594,0,0.26199261992619927,0,,0,0.5,0,0.10545454545454545,0,,1.0,29.0,11.0,36.0,64.0,0,,0,0.1709090909090909,1.0,8.59375,0.46545454545454545,0.2894937159425882,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
293,<music21.stream.Score 0x7efecc860160>,bwv419,1,2.103960396039604,2.0,1.0,0.4306930693069307,0,0.2376237623762376,0,,0,0.46285714285714286,0,0.10679611650485436,0,,1.0,27.0,11.0,31.0,64.0,0,,0,0.19902912621359223,1.0,8.583333333333334,0.46601941747572817,0.28445473237158964,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,24.0,0
294,<music21.stream.Score 0x7efecc810d00>,bwv427,1,1.9806451612903226,2.0,1.0,0.4172043010752688,0,0.26666666666666666,0,,0,0.48186528497409326,0,0.10021321961620469,0,,1.0,28.0,10.0,36.0,66.0,0,,0,0.17484008528784648,1.0,8.685185185185185,0.4605543710021322,0.27725238040141403,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,54.0,0
295,<music21.stream.Score 0x7efecc616430>,bwv420,1,2.0463917525773194,2.0,1.0,0.3711340206185567,0,0.26288659793814434,0,,0,0.4397590361445783,0,0.09595959595959595,0,,2.0,32.0,11.0,38.0,69.0,0,,0,0.23232323232323235,1.0,9.9,0.40404040404040403,0.21046506556209982,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
296,<music21.stream.Score 0x7efecc5d4460>,bwv421,1,2.2329545454545454,2.0,1.0,0.36363636363636365,0,0.25,0,,0,0.4774193548387097,0,0.1,0,,2.0,29.0,12.0,31.0,69.0,0,,0,0.2111111111111111,1.0,9.0,0.4444444444444444,0.20122119454918874,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,20.0,0
297,<music21.stream.Score 0x7efecc4bd880>,bwv422,1,2.19811320754717,2.0,1.0,0.3160377358490566,0,0.29245283018867924,0,,0,0.5056818181818182,0,0.11574074074074074,0,,1.0,25.0,11.0,33.0,67.0,0,,0,0.18055555555555555,0.0,8.307692307692308,0.48148148148148145,0.2688575445969373,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,26.0,0
298,<music21.stream.Score 0x7efecc39b940>,bwv423,1,2.6549295774647885,2.0,1.0,0.31690140845070425,0,0.2746478873239437,0,,0,0.4457831325301205,0,0.1076388888888889,0,,2.0,29.0,10.0,39.0,62.0,0,,0,0.22916666666666666,1.0,9.0,0.4444444444444444,0.20132901408783643,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
299,<music21.stream.Score 0x7efecc25b5b0>,bwv424,1,2.3488372093023258,2.0,1.0,0.34108527131782945,0,0.32558139534883723,0,,0,0.3963963963963964,0,0.09022556390977443,0,,2.0,24.0,10.0,37.0,69.0,0,,0,0.24060150375939848,1.0,7.0,0.5112781954887218,0.2104297912448717,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,19.0,0
300,<music21.stream.Score 0x7efecc24e280>,bwv425,1,2.275728155339806,2.0,1.0,0.39611650485436894,0,0.24660194174757283,0,,0,0.48504273504273504,0,0.10789980732177264,0,,1.0,32.0,12.0,38.0,62.0,0,,0,0.15992292870905586,1.0,10.277227722772277,0.36608863198458574,0.2215482824803603,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,50.5,0
301,<music21.stream.Score 0x7efecc024550>,bwv426,1,1.9850746268656716,2.0,1.0,0.4141791044776119,0,0.291044776119403,0,,0,0.4488888888888889,0,0.09191176470588236,0,,1.0,26.0,10.0,34.0,67.0,0,,0,0.15808823529411764,0.0,8.5,0.45588235294117646,0.23362227743113612,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,32.0,0
302,<music21.stream.Score 0x7efecbf21e20>,bwv427,1,2.3636363636363638,2.0,1.0,0.42424242424242425,0,0.2727272727272727,0,,0,0.4502923976608187,0,0.1188118811881188,0,,2.0,26.0,11.0,36.0,58.0,0,,0,0.21287128712871287,0.0,7.214285714285714,0.5148514851485149,0.24675312896944218,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.0,0
303,<music21.stream.Score 0x7efecbf165e0>,bwv428,1,1.9409594095940959,2.0,1.0,0.4280442804428044,0,0.28413284132841327,0,,0,0.4732142857142857,0,0.12727272727272726,0,,1.0,30.0,12.0,36.0,62.0,0,,0,0.1890909090909091,0.0,9.166666666666666,0.43636363636363634,0.1972433995795194,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,30.0,0
304,<music21.stream.Score 0x7efecbd34910>,bwv429,1,2.276595744680851,2.0,1.0,0.4326241134751773,0,0.2553191489361702,0,,0,0.4897959183673469,0,0.11188811188811189,0,,1.0,30.0,11.0,36.0,64.0,0,,0,0.17482517482517482,0.0,9.533333333333333,0.4195804195804196,0.21846852240298334,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,30.0,0
305,<music21.stream.Score 0x7efecbbdd6d0>,bwv4311,1,1.9476439790575917,0.0,2.0,0.2879581151832461,0,0.46596858638743455,0,,0,0.5073529411764706,0,0.1076923076923077,0,,1.0,26.0,10.0,36.0,62.0,0,,0,0.2,0.0,5.909090909090909,0.676923076923077,0.33317550504165716,0,,0,120.0,3.0,0.0,1.0,0.0,0.0,33.0,0
306,<music21.stream.Score 0x7efecbb907c0>,bwv430,1,2.280821917808219,2.0,1.0,0.4349315068493151,0,0.2568493150684932,0,,0,0.525096525096525,0,0.125,0,,1.0,28.0,11.0,34.0,64.0,0,,0,0.18243243243243246,0.0,9.866666666666667,0.40540540540540543,0.2242299235593462,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,30.0,0
307,<music21.stream.Score 0x7efecbb043a0>,bwv431,1,2.5207100591715976,2.0,1.0,0.42011834319526625,0,0.22485207100591717,0,,0,0.45625,0,0.13872832369942195,0,,2.0,25.0,11.0,31.0,60.0,0,,0,0.20809248554913293,0.0,9.61111111111111,0.4046242774566474,0.17608130968020877,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,18.0,0
308,<music21.stream.Score 0x7efecb91c2b0>,bwv432,1,2.208092485549133,2.0,1.0,0.4624277456647399,0,0.2138728323699422,0,,0,0.4591194968553459,0,0.1016949152542373,0,,2.0,23.0,9.0,31.0,62.0,0,,0,0.1694915254237288,0.0,11.0625,0.3615819209039548,0.15148757779705438,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
309,<music21.stream.Score 0x7efecb8c63d0>,bwv433,1,1.9112627986348123,2.0,1.0,0.3924914675767918,0,0.27986348122866894,0,,0,0.4957627118644068,0,0.1447811447811448,0,,3.0,22.0,9.0,30.0,62.0,0,,0,0.1919191919191919,0.0,7.071428571428571,0.5050505050505051,0.30094505601881744,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,42.0,0
310,<music21.stream.Score 0x7efecb7415b0>,bwv434,1,2.005952380952381,2.0,1.0,0.3869047619047619,0,0.23809523809523808,0,,0,0.4797297297297297,0,0.12209302325581395,0,,1.0,28.0,11.0,32.0,64.0,0,,0,0.20930232558139533,1.0,9.555555555555555,0.4186046511627907,0.22292929732602143,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,18.0,0
311,<music21.stream.Score 0x7efecb6d26d0>,bwv435,1,2.2300469483568075,2.0,1.0,0.352112676056338,0,0.25821596244131456,0,,0,0.5130890052356021,0,0.10599078341013825,0,,2.0,26.0,12.0,32.0,59.0,0,,0,0.17972350230414746,1.0,9.863636363636363,0.4055299539170507,0.1649900716926347,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,22.0,0
312,<music21.stream.Score 0x7efecb5b9f70>,bwv436,1,2.293577981651376,2.0,1.0,0.40825688073394495,0,0.25688073394495414,0,,0,0.4479166666666667,0,0.13963963963963963,0,,2.0,25.0,10.0,34.0,59.0,0,,0,0.22072072072072071,0.0,7.928571428571429,0.4954954954954955,0.2078335861434792,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,28.0,0
313,<music21.stream.Score 0x7efecb582250>,bwv437,1,2.403654485049834,2.0,1.0,0.38870431893687707,0,0.2292358803986711,0,,0,0.5008849557522124,0,0.10561056105610561,0,,2.0,35.0,12.0,38.0,57.0,0,,0,0.18646864686468648,1.0,9.46875,0.41089108910891087,0.2828116984590321,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,64.0,0
314,<music21.stream.Score 0x7efecb289fa0>,bwv438,1,2.5806451612903225,2.0,1.0,0.4,0,0.2903225806451613,0,,0,0.5036496350364964,0,0.11320754716981132,0,,2.0,24.0,10.0,36.0,65.0,0,,0,0.20754716981132076,0.0,9.9375,0.4025157232704403,0.1514135432302325,0,,0,120.0,4.0,0.0,0.0,0.0,0.0,16.0,0
